state,year,deal_reg,buy_reg,high_risk,bkgrnd_chk,ammo_reg,poss_reg,conceal_reg,assault_mag,child_acc,gun_traff,stnd_grnd,pre_empt,immunity_,dom_viol
Alabama,1999,6,1,1,0,0,0,3,0,0,0,1,1,1,0
Alaska,1999,0,1,1,0,0,1,3,0,0,0,1,0,0,0
Arizona,1999,0,0,4,0,0,1,4,0,0,0,1,0,0,0
Arkansas,1999,0,0,3,0,0,3,5,0,0,0,1,0,0,0
California,1999,12,8,7,11,3,4,6,4,4,5,1,2,0,2
Colorado,1999,1,0,1,0,0,1,2,0,0,0,1,3,1,0
Connecticut,1999,11,5,3,10,0,6,4,4,5,2,1,3,1,6
Delaware,1999,2,1,5,0,1,1,3,0,4,2,1,0,0,2
Florida,1999,1,1,1,0,0,8,3,0,3,2,1,0,1,1
Georgia,1999,2,0,1,0,0,4,3,0,0,0,1,0,0,0
Hawaii,1999,8,15,7,0,1,5,3,0,5,0,1,3,1,6
Idaho,1999,0,0,0,0,0,0,3,0,0,0,1,2,0,0
Illinois,1999,4,5,6,7,3,7,7,0,0,0,1,3,1,4
Indiana,1999,1,0,0,0,0,2,4,0,0,0,1,0,1,0
Iowa,1999,0,4,1,3,2,2,3,0,2,0,1,0,1,0
Kansas,1999,0,0,1,0,0,1,7,0,0,0,1,3,1,0
Kentucky,1999,0,0,1,0,0,1,3,0,0,0,1,0,0,0
Louisiana,1999,0,1,0,0,0,3,4,0,0,0,1,0,0,0
Maine,1999,1,0,2,0,0,1,2,0,0,0,1,0,0,1
Maryland,1999,6,6,4,6,2,3,5,1,6,0,1,0,1,3
Massachusetts,1999,13,10,7,7,6,9,5,4,11,5,1,3,1,6
Michigan,1999,4,6,1,3,0,1,7,0,0,0,1,0,1,0
Minnesota,1999,2,1,6,0,0,3,6,0,6,0,1,0,1,5
Mississippi,1999,0,0,1,0,0,4,3,0,0,0,1,0,1,0
Missouri,1999,0,3,1,3,0,1,7,0,0,0,1,0,1,0
Montana,1999,0,0,0,0,0,1,2,0,0,0,1,0,0,1
Nebraska,1999,0,3,1,2,0,3,7,0,0,1,1,3,1,0
Nevada,1999,0,0,1,0,0,2,3,0,0,0,1,0,0,0
New Hampshire,1999,1,0,0,0,0,0,1,0,0,0,1,3,1,0
New Jersey,1999,7,7,4,5,0,6,7,5,4,0,1,3,1,0
New Mexico,1999,0,0,1,0,0,1,7,0,0,0,1,0,1,0
New York,1999,4,5,8,0,1,5,6,0,0,0,1,3,1,3
North Carolina,1999,1,2,1,4,0,3,3,0,4,0,1,0,1,0
North Dakota,1999,0,0,4,0,0,2,3,0,0,2,1,0,1,0
Ohio,1999,0,3,2,0,0,1,7,0,0,2,1,3,1,1
Oklahoma,1999,0,1,1,0,0,2,4,0,0,0,1,0,0,1
Oregon,1999,3,2,4,0,0,1,4,0,0,0,1,0,1,0
Pennsylvania,1999,8,3,4,6,0,1,5,0,0,0,1,0,0,1
Rhode Island,1999,7,9,5,9,2,3,3,0,3,0,1,0,1,0
South Carolina,1999,3,2,1,0,0,6,4,0,0,0,1,0,1,0
South Dakota,1999,0,0,1,0,0,1,2,0,0,0,1,0,0,0
Tennessee,1999,3,1,0,0,0,5,3,0,0,0,1,0,0,1
Texas,1999,0,1,1,0,0,5,3,0,4,0,1,0,0,0
Utah,1999,0,0,3,0,0,3,3,0,0,2,0,0,1,1
Vermont,1999,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Virginia,1999,1,2,3,0,0,1,4,0,0,2,1,0,1,0
Washington,1999,5,0,4,0,1,2,4,0,0,0,1,0,0,4
West Virginia,1999,1,0,6,0,0,1,3,0,0,0,1,0,1,1
Wisconsin,1999,0,2,3,0,0,2,7,0,2,0,1,0,1,1
Wyoming,1999,0,0,0,0,0,3,4,0,0,0,1,0,1,0
Alabama,2000,5,0,1,0,0,0,3,0,0,0,1,0,0,0
Alaska,2000,0,1,1,0,0,1,3,0,0,0,1,0,0,0
Arizona,2000,0,0,4,0,0,1,4,0,0,0,1,0,0,2
Arkansas,2000,0,0,3,0,0,3,5,0,0,0,1,0,0,0
California,2000,12,8,7,11,3,4,6,7,4,5,1,2,0,4
Colorado,2000,1,0,1,0,0,1,2,0,0,2,1,3,0,0
Connecticut,2000,11,5,3,10,0,6,4,4,5,2,1,3,1,6
Delaware,2000,2,1,5,0,1,1,3,0,4,2,1,0,0,2
Florida,2000,1,1,1,0,0,8,3,0,3,2,1,0,1,1
Georgia,2000,2,0,1,0,0,4,3,0,0,0,1,0,0,0
Hawaii,2000,8,15,7,0,1,5,3,0,5,0,1,3,1,7
Idaho,2000,0,0,0,0,0,1,3,0,0,0,1,2,0,0
Illinois,2000,4,5,6,7,3,7,7,0,2,2,1,3,1,4
Indiana,2000,1,0,0,0,0,2,4,0,0,0,1,0,1,0
Iowa,2000,0,4,1,3,2,2,3,0,2,0,1,0,1,0
Kansas,2000,0,0,1,0,0,1,7,0,0,0,1,3,1,0
Kentucky,2000,0,0,1,0,0,1,3,0,0,0,1,0,0,0
Louisiana,2000,0,1,0,0,0,3,4,0,0,0,1,0,0,0
Maine,2000,1,0,2,0,0,1,2,0,0,0,1,0,0,1
Maryland,2000,6,6,4,6,2,3,5,1,7,2,1,0,1,3
Massachusetts,2000,13,10,7,7,6,9,5,4,11,5,1,3,1,6
Michigan,2000,4,6,1,3,0,1,7,0,1,0,1,0,0,0
Minnesota,2000,2,1,6,0,0,3,6,0,6,0,1,0,1,5
Mississippi,2000,0,0,1,0,0,4,3,0,0,0,1,0,1,0
Missouri,2000,0,3,1,3,0,1,7,0,0,0,1,0,1,0
Montana,2000,0,0,0,0,0,1,2,0,0,0,1,0,0,1
Nebraska,2000,0,3,1,2,0,3,7,0,0,1,1,3,1,0
Nevada,2000,0,0,1,0,0,2,3,0,0,0,1,0,0,0
New Hampshire,2000,1,0,0,0,0,0,1,0,3,0,1,3,1,1
New Jersey,2000,7,7,4,5,0,6,7,5,6,0,1,3,1,0
New Mexico,2000,0,0,1,0,0,1,7,0,0,0,1,0,1,0
New York,2000,4,7,8,4,2,6,6,4,2,3,1,3,1,3
North Carolina,2000,1,2,1,4,0,3,3,0,4,0,1,0,1,0
North Dakota,2000,0,0,4,0,0,2,3,0,0,2,1,0,1,0
Ohio,2000,0,3,2,0,0,1,7,0,0,2,1,3,1,1
Oklahoma,2000,0,1,1,0,0,2,4,0,0,0,1,0,0,1
Oregon,2000,4,2,4,6,0,1,4,0,0,0,1,0,1,0
Pennsylvania,2000,8,3,4,6,0,1,5,0,1,0,1,0,0,1
Rhode Island,2000,7,9,5,9,2,3,3,0,4,0,1,0,1,0
South Carolina,2000,3,2,1,0,0,6,4,0,0,0,1,0,0,0
South Dakota,2000,0,0,1,0,0,1,2,0,0,0,1,0,0,0
Tennessee,2000,3,1,0,0,0,5,3,0,0,0,1,0,0,1
Texas,2000,0,1,1,0,0,5,3,0,4,0,1,0,0,0
Utah,2000,0,0,3,0,0,3,3,0,0,2,0,0,0,1
Vermont,2000,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Virginia,2000,1,2,3,0,0,1,4,0,0,2,1,0,0,0
Washington,2000,5,0,4,0,1,2,4,0,0,0,1,0,0,4
West Virginia,2000,1,0,6,0,0,1,3,0,0,0,1,0,1,4
Wisconsin,2000,0,2,3,0,0,2,7,0,2,0,1,0,1,1
Wyoming,2000,0,0,0,0,0,3,4,0,0,0,1,0,1,0
Alabama,2001,5,0,1,0,0,0,3,0,0,0,1,0,0,0
Alaska,2001,0,1,1,0,0,1,3,0,0,0,1,0,0,0
Arizona,2001,0,0,4,0,0,1,4,0,0,0,1,0,0,2
Arkansas,2001,0,0,3,0,0,3,5,0,0,0,1,0,0,0
California,2001,13,8,7,11,3,4,6,7,4,5,1,2,0,4
Colorado,2001,1,0,1,4,0,1,2,0,0,2,1,3,0,0
Connecticut,2001,11,5,3,10,0,6,4,4,5,2,1,3,1,6
Delaware,2001,2,1,5,0,1,1,3,0,4,2,1,0,0,2
Florida,2001,1,1,1,0,0,8,3,0,3,2,1,0,0,1
Georgia,2001,2,0,1,0,0,4,3,0,0,0,1,0,0,0
Hawaii,2001,8,15,7,0,1,5,3,0,5,0,1,3,1,7
Idaho,2001,0,0,0,0,0,1,3,0,0,0,1,2,0,0
Illinois,2001,4,5,6,7,3,7,7,0,2,2,1,3,1,4
Indiana,2001,1,0,0,0,0,2,4,0,0,0,1,0,0,0
Iowa,2001,0,4,1,3,2,2,3,0,2,0,1,0,1,0
Kansas,2001,0,0,1,0,0,1,7,0,0,0,1,3,1,0
Kentucky,2001,0,0,1,0,0,1,3,0,0,0,1,0,0,0
Louisiana,2001,0,1,0,0,0,3,4,0,0,0,1,0,0,0
Maine,2001,1,0,2,0,0,1,2,0,0,0,1,0,0,1
Maryland,2001,6,6,4,6,2,3,5,1,7,2,1,0,1,3
Massachusetts,2001,13,10,7,7,6,9,5,4,11,5,1,3,1,6
Michigan,2001,4,6,1,3,0,2,4,0,1,0,1,0,0,0
Minnesota,2001,2,1,6,0,0,3,6,0,6,0,1,0,1,5
Mississippi,2001,0,0,1,0,0,4,3,0,0,0,1,0,1,0
Missouri,2001,0,3,1,3,0,1,7,0,0,0,1,0,1,0
Montana,2001,0,0,0,0,0,1,2,0,0,0,1,0,0,1
Nebraska,2001,0,3,1,2,0,3,7,0,0,1,1,3,1,0
Nevada,2001,0,0,1,0,0,2,3,0,0,0,1,0,0,0
New Hampshire,2001,1,0,0,0,0,0,1,0,3,0,1,3,1,1
New Jersey,2001,7,8,4,5,0,7,7,5,6,0,1,3,1,0
New Mexico,2001,0,0,1,0,0,1,1,0,0,0,1,0,1,0
New York,2001,4,7,8,4,2,6,6,4,2,4,1,3,1,3
North Carolina,2001,1,2,1,4,0,3,3,0,4,0,1,0,1,0
North Dakota,2001,0,0,4,0,0,2,3,0,0,2,1,0,0,0
Ohio,2001,0,3,2,0,0,1,7,0,0,2,1,3,0,1
Oklahoma,2001,0,1,1,0,0,2,4,0,0,0,1,0,0,1
Oregon,2001,4,2,4,6,0,1,4,0,0,0,1,0,1,0
Pennsylvania,2001,8,3,4,6,0,1,5,0,1,0,1,0,0,1
Rhode Island,2001,7,9,5,9,2,3,3,0,4,0,1,0,1,0
South Carolina,2001,4,2,1,0,0,6,4,0,0,0,1,0,0,0
South Dakota,2001,0,0,1,0,0,1,2,0,0,0,1,0,0,0
Tennessee,2001,3,1,0,0,0,5,3,0,0,0,1,0,0,1
Texas,2001,0,1,1,0,0,5,3,0,4,0,1,0,0,2
Utah,2001,0,0,3,0,0,3,3,0,0,2,0,0,0,1
Vermont,2001,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Virginia,2001,1,2,3,0,0,1,4,0,0,2,1,0,0,0
Washington,2001,5,0,4,0,1,2,4,0,0,0,1,0,0,4
West Virginia,2001,1,0,6,0,0,1,3,0,0,0,1,0,1,4
Wisconsin,2001,0,2,3,0,0,2,7,0,2,0,1,0,1,1
Wyoming,2001,0,0,0,0,0,3,4,0,0,0,1,0,1,0
Alabama,2002,5,0,1,0,0,0,3,0,0,0,1,0,0,0
Alaska,2002,0,1,1,0,0,1,3,0,0,0,1,0,0,0
Arizona,2002,0,0,4,0,0,1,4,0,0,0,1,0,0,2
Arkansas,2002,0,0,3,0,0,3,5,0,0,0,1,0,0,0
California,2002,13,8,7,11,3,4,6,7,7,5,1,2,1,7
Colorado,2002,1,0,1,4,0,1,2,0,0,2,1,3,0,0
Connecticut,2002,11,5,3,10,0,6,4,4,5,2,1,3,1,6
Delaware,2002,2,1,5,0,1,1,4,0,4,2,1,0,0,2
Florida,2002,1,1,1,0,0,8,3,0,3,2,1,0,0,1
Georgia,2002,2,0,1,0,0,4,3,0,0,0,1,0,0,0
Hawaii,2002,8,15,7,0,1,5,3,0,5,0,1,3,1,7
Idaho,2002,0,0,0,0,0,1,3,0,0,0,1,2,0,0
Illinois,2002,4,5,6,7,3,7,7,0,2,2,1,3,1,4
Indiana,2002,1,0,0,0,0,2,4,0,0,0,1,0,0,0
Iowa,2002,0,4,1,3,2,2,3,0,2,0,1,0,1,0
Kansas,2002,0,0,1,0,0,1,7,0,0,0,1,3,0,0
Kentucky,2002,0,0,1,0,0,1,3,0,0,0,1,0,0,0
Louisiana,2002,0,1,0,0,0,3,4,0,0,0,1,0,0,0
Maine,2002,1,0,2,0,0,1,2,0,0,0,1,0,0,1
Maryland,2002,6,7,4,6,2,3,5,1,7,2,1,0,1,3
Massachusetts,2002,13,10,7,7,6,9,5,4,11,5,1,3,1,6
Michigan,2002,4,6,1,3,0,2,4,0,1,0,1,0,0,0
Minnesota,2002,2,1,6,0,0,3,6,0,6,0,1,0,1,5
Mississippi,2002,0,0,1,0,0,4,3,0,0,0,1,0,1,0
Missouri,2002,0,3,1,3,0,1,7,0,0,0,1,0,1,0
Montana,2002,0,0,0,0,0,1,2,0,0,0,1,0,0,1
Nebraska,2002,0,3,1,2,0,3,7,0,0,1,1,3,1,0
Nevada,2002,0,0,1,0,0,2,3,0,0,0,1,0,0,0
New Hampshire,2002,1,0,0,0,0,0,1,0,3,0,1,3,1,1
New Jersey,2002,7,8,4,5,0,7,7,5,6,1,1,3,1,0
New Mexico,2002,0,0,1,0,0,1,1,0,0,0,1,0,1,0
New York,2002,4,7,8,4,2,6,6,4,2,3,1,3,1,3
North Carolina,2002,1,2,1,4,0,3,3,0,4,0,1,0,0,0
North Dakota,2002,0,0,4,0,0,2,3,0,0,2,1,0,0,0
Ohio,2002,0,3,2,0,0,1,7,0,0,2,1,3,0,1
Oklahoma,2002,0,1,1,0,0,2,4,0,0,0,1,0,0,1
Oregon,2002,4,2,4,6,0,1,4,0,0,0,1,0,1,0
Pennsylvania,2002,8,3,4,6,0,1,5,0,1,0,1,0,0,1
Rhode Island,2002,7,9,5,9,2,3,3,0,4,0,1,0,1,0
South Carolina,2002,4,2,1,0,0,6,4,0,0,0,1,0,0,0
South Dakota,2002,0,0,1,0,0,1,3,0,0,0,1,0,0,0
Tennessee,2002,3,1,0,0,0,5,3,0,0,0,1,0,0,1
Texas,2002,0,1,1,0,0,5,3,0,4,0,1,0,0,2
Utah,2002,0,0,3,0,0,2,3,0,0,2,0,0,0,1
Vermont,2002,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Virginia,2002,1,2,3,0,0,1,4,0,0,2,1,0,0,0
Washington,2002,5,0,4,0,1,2,4,0,0,0,1,0,0,4
West Virginia,2002,1,0,6,0,0,1,3,0,0,0,1,0,1,4
Wisconsin,2002,0,2,3,0,0,2,7,0,2,0,1,0,1,1
Wyoming,2002,0,0,0,0,0,3,4,0,0,0,1,0,1,0
Alabama,2003,5,0,1,0,0,0,3,0,0,0,1,0,0,0
Alaska,2003,0,1,1,0,0,1,1,0,0,0,1,0,0,0
Arizona,2003,0,0,4,0,0,1,4,0,0,0,1,0,0,2
Arkansas,2003,0,0,3,0,0,3,5,0,0,0,1,0,0,0
California,2003,13,8,7,11,3,4,6,7,7,5,1,2,1,7
Colorado,2003,1,0,1,4,0,2,5,0,0,2,1,0,0,0
Connecticut,2003,11,5,3,10,0,6,4,4,5,2,1,3,1,6
Delaware,2003,2,1,5,0,1,1,4,0,4,2,1,0,0,2
Florida,2003,1,1,1,0,0,8,3,0,3,2,1,0,0,1
Georgia,2003,2,0,1,0,0,4,3,0,0,0,1,0,0,0
Hawaii,2003,8,15,7,0,1,5,3,0,5,0,1,3,1,7
Idaho,2003,0,0,0,0,0,1,3,0,0,0,1,2,0,0
Illinois,2003,4,5,6,7,3,7,7,0,2,2,1,3,1,4
Indiana,2003,1,0,0,0,0,2,4,0,0,0,1,0,0,1
Iowa,2003,0,4,1,3,2,2,3,0,2,0,1,0,1,0
Kansas,2003,0,0,1,0,0,1,7,0,0,0,1,3,0,0
Kentucky,2003,0,0,1,0,0,1,3,0,0,0,1,0,0,0
Louisiana,2003,0,1,0,0,0,3,4,0,0,0,1,0,0,0
Maine,2003,1,0,2,0,0,1,2,0,0,0,1,0,0,1
Maryland,2003,6,8,6,6,2,3,5,1,7,3,1,0,1,3
Massachusetts,2003,13,10,7,7,6,9,5,4,11,5,1,3,1,6
Michigan,2003,4,6,1,3,0,2,4,0,1,0,1,0,0,0
Minnesota,2003,2,1,6,0,0,3,5,0,6,0,1,0,1,5
Mississippi,2003,0,0,1,0,0,4,3,0,0,0,1,0,0,0
Missouri,2003,0,3,1,3,0,1,3,0,0,0,1,0,0,0
Montana,2003,0,0,0,0,0,1,2,0,0,0,1,0,0,1
Nebraska,2003,0,3,1,2,0,3,7,0,0,1,1,3,1,0
Nevada,2003,0,0,3,0,1,2,3,0,0,0,1,0,0,0
New Hampshire,2003,1,0,0,0,0,0,1,0,3,0,1,0,1,1
New Jersey,2003,7,8,4,5,0,7,7,5,6,1,1,3,1,0
New Mexico,2003,0,0,1,0,0,3,1,0,0,0,1,0,1,0
New York,2003,4,7,8,4,2,6,6,4,2,3,1,3,1,3
North Carolina,2003,1,2,1,4,0,3,3,0,4,0,1,0,0,1
North Dakota,2003,0,0,4,0,0,2,3,0,0,2,1,0,0,0
Ohio,2003,0,3,2,0,0,1,7,0,0,2,1,3,0,1
Oklahoma,2003,0,1,1,0,0,2,4,0,0,0,1,0,0,1
Oregon,2003,4,2,4,6,0,1,4,0,0,0,1,0,1,0
Pennsylvania,2003,8,3,4,6,0,1,5,0,1,0,1,0,0,1
Rhode Island,2003,7,9,5,9,2,3,3,0,4,0,1,0,1,0
South Carolina,2003,4,2,1,0,0,6,4,0,0,0,1,0,0,0
South Dakota,2003,0,0,1,0,0,1,3,0,0,0,1,0,0,0
Tennessee,2003,3,1,0,0,0,5,3,0,0,0,1,0,0,1
Texas,2003,0,1,1,0,0,5,3,0,4,0,1,0,0,2
Utah,2003,0,0,3,0,0,2,3,0,0,2,0,0,0,1
Vermont,2003,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Virginia,2003,1,2,3,0,0,1,4,0,0,2,1,0,0,0
Washington,2003,5,0,4,0,1,2,4,0,0,0,1,0,0,4
West Virginia,2003,1,0,6,0,0,1,3,0,0,0,1,0,0,4
Wisconsin,2003,0,2,3,0,0,2,7,0,2,0,1,0,1,1
Wyoming,2003,0,0,0,0,0,3,4,0,0,0,1,0,1,0
Alabama,2004,5,0,1,0,0,0,3,0,0,0,1,0,0,0
Alaska,2004,0,1,1,0,0,1,1,0,0,0,1,0,0,0
Arizona,2004,0,0,4,0,0,1,4,0,0,0,1,0,0,2
Arkansas,2004,0,0,3,0,0,3,5,0,0,0,1,0,0,0
California,2004,13,8,7,11,3,4,6,7,7,5,1,2,1,7
Colorado,2004,1,0,1,4,0,2,5,0,0,2,1,0,0,0
Connecticut,2004,11,5,4,10,0,6,4,4,5,2,1,3,1,6
Delaware,2004,2,1,5,0,1,1,4,0,4,2,1,0,0,2
Florida,2004,1,1,1,0,1,8,3,0,3,2,1,0,0,1
Georgia,2004,2,0,1,0,0,4,3,0,0,0,1,0,0,0
Hawaii,2004,8,15,7,0,1,5,3,0,5,0,1,3,1,7
Idaho,2004,0,0,0,0,0,1,3,0,0,0,1,2,0,0
Illinois,2004,4,5,6,7,3,7,7,0,2,2,1,3,1,4
Indiana,2004,1,0,0,0,0,2,4,0,0,0,1,0,0,1
Iowa,2004,0,4,1,3,2,2,3,0,2,0,1,0,1,0
Kansas,2004,0,0,1,0,0,1,7,0,0,0,1,3,0,0
Kentucky,2004,0,0,1,0,0,1,3,0,0,0,1,0,0,0
Louisiana,2004,0,1,0,0,0,3,4,0,0,0,1,0,0,0
Maine,2004,1,0,2,0,0,1,2,0,0,0,1,0,0,1
Maryland,2004,6,8,6,6,2,3,5,1,7,3,1,0,1,3
Massachusetts,2004,13,10,7,7,6,9,5,4,11,5,1,3,1,6
Michigan,2004,4,6,1,3,0,2,4,0,1,0,1,0,0,0
Minnesota,2004,2,1,6,0,0,3,5,0,6,0,1,0,1,5
Mississippi,2004,0,0,1,0,0,4,3,0,0,0,1,0,0,0
Missouri,2004,0,3,1,3,0,1,3,0,0,0,1,0,0,0
Montana,2004,0,0,0,0,0,1,2,0,0,0,1,0,0,1
Nebraska,2004,0,3,1,2,0,3,7,0,0,1,1,3,1,1
Nevada,2004,0,0,3,0,1,2,3,0,0,0,1,0,0,0
New Hampshire,2004,1,0,0,0,0,0,1,0,3,0,1,0,0,1
New Jersey,2004,7,8,4,5,0,7,7,5,6,1,1,3,1,5
New Mexico,2004,0,0,1,0,0,3,4,0,0,0,1,0,1,0
New York,2004,4,7,8,4,2,6,6,4,2,3,1,3,1,3
North Carolina,2004,1,2,1,4,0,3,3,0,4,0,1,0,0,1
North Dakota,2004,0,0,4,0,0,2,3,0,0,2,1,0,0,0
Ohio,2004,0,3,4,0,0,1,4,0,0,2,1,2,0,1
Oklahoma,2004,0,1,1,0,0,2,4,0,0,0,1,0,0,1
Oregon,2004,4,2,4,6,0,1,4,0,0,0,1,0,1,0
Pennsylvania,2004,8,3,4,6,0,1,5,0,1,0,1,0,0,1
Rhode Island,2004,7,9,5,9,2,3,3,0,4,0,1,0,1,0
South Carolina,2004,4,1,1,0,0,6,4,0,0,0,1,0,0,0
South Dakota,2004,0,0,1,0,0,1,3,0,0,0,1,0,0,0
Tennessee,2004,3,1,0,0,0,5,3,0,0,0,1,0,0,1
Texas,2004,0,1,1,0,0,5,3,0,4,0,1,0,0,2
Utah,2004,0,0,3,0,0,2,3,0,0,2,0,0,0,1
Vermont,2004,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Virginia,2004,0,1,3,0,0,1,4,0,0,2,1,0,0,0
Washington,2004,5,0,4,0,1,2,4,0,0,0,1,0,0,4
